carroceria,color,combustible,fecha,marca,modelo,precio,odometro
Hatchback (5 Puertas),Plata,Gasolina,2019,Mercedes Benz,GLA 200,350000,87000
Camioneta SUV,Blanco,Gasolina,2020,Toyota,RAV4,389000,80000
Camioneta SUV,Blanco,Gasolina,2019,BMW,X4,870000,75000
Hatchback (5 Puertas),Blanco,Gasolina,2017,Honda,Fit,255000,70000
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,185000,38578
Camioneta SUV,Negro,Gasolina,2024,Jeep,Compass,534999,30000
Sedán,Blanco,Gasolina,2020,Toyota,Hiace,517000,79075
Sedán,Blanco,Gasolina,2019,BMW,Serie 1,339000,73352
Camioneta SUV,Gris,Gasolina,2020,Honda,CR-V,474000,68825
Camioneta SUV,Azul,Gasolina,2023,BMW,X1 sDRIVE,689000,15500
Sedán,Blanco,Gasolina,2016,Volkswagen,Jetta,229000,57000
Camioneta SUV,Gris,Eléctrico,2022,BMW,iX3,799900,15355
Hatchback (3 Puertas),Plata,Gasolina,2017,Seat,Ibiza Style,189900,83617
Camioneta SUV,Gris,Gasolina,2016,Jeep,Wrangler,455000,70005
Pickup,Blanco,Gasolina,2020,Nissan,NP300 Frontier LE 4X4,479000,67000
Sedán,Blanco,Gasolina,2019,Volkswagen,Jetta,319000,76000
Sedán,Gris,Gasolina,2020,Volkswagen,Jetta GLI,475000,64100
Camioneta SUV,Verde,Gasolina,2022,Audi,Q2,558000,52368
Mini van (MPV),Blanco,Gasolina,2020,Toyota,Sienna,585000,42000
Pickup,Blanco,Gasolina,2021,Ford,F-150,799900,46980
Pickup,Gris,Diesel,2020,Volkswagen,Amarok,579000,55000
Sedán,Rojo,Gasolina,1968,Ford,Mustang,698000,50000
Hatchback (5 Puertas),Plata,Gasolina,2022,Suzuki,Swift,279950,49000
Camioneta Chasis,Blanco,Gasolina,2019,RAM,4000,719000,133317
Camioneta SUV,Rojo,Gasolina,2023,Chevrolet,Blazer,754900,11487
Camioneta SUV,Azul,Híbrido,2021,Toyota,Sienna,719000,82269
Camioneta SUV,Plata,Gasolina,2022,Toyota,Highlander,669900,41008
Sedán,Negro,Gasolina,2020,Volkswagen,Tiguan,417000,103600
Camioneta SUV,Negro,Gasolina,2017,GMC,Acadia,350000,95000
Camioneta SUV,Blanco,Gasolina,2014,BMW,X3,293000,104000
Hatchback (5 Puertas),Azul,Gasolina,2023,Audi,A1,459000,14400
Mini van (MPV),Gris,Gasolina,2024,Mini,Cooper Countryman,819900,9500
Pickup,Blanco,Gasolina,2021,GMC,Sierra,1050000,30680
Camioneta SUV,Rojo,Gasolina,2020,Renault,Captur,310600,42810
Camioneta SUV,Blanco,Gasolina,2019,Volkswagen,TERAMONT HIGHLINE,548000,86000
Camioneta SUV,Arena,Gasolina,2019,Renault,Duster,225000,67000
Camioneta SUV,Plata,Gasolina,2022,Hyundai,Tucson,495000,49000
Sedán,Blanco,Gasolina,2022,Toyota,Hilux,493000,65080
Van,Blanco,Gasolina,2023,Nissan,Urvan,698500,9000
Sedán,Blanco,Gasolina,2017,Ford,Fusion,209900,83733
Pickup,Vino,Gasolina,2018,Ford,Lobo,740000,105000
Camioneta SUV,Blanco,Gasolina,2020,Kia,Sorento,369000,41025
Convertible,Negro,Gasolina,2015,Fiat,500,191800,107225
Sedán,Negro,Gasolina,2023,Kia,Rio,290000,10080
Camioneta SUV,Negro,Híbrido,2023,Ford,Escape,639000,3000
Hatchback (5 Puertas),Gris,Gasolina,2023,Volkswagen,Cross Sport,879000,34171
Camioneta SUV,Negro,Gasolina,2023,Chirey,Tiggo 7 Pro,339000,17000
Sedán,Gris,Gasolina,2016,Honda,Accord,238000,108000
Camioneta SUV,Plata,Gasolina,2024,Volkswagen,TERAMONT,979000,11227
Sedán,Blanco,Gasolina,2019,Mercedes Benz,CLA 200,350000,48000
Sedán,Rojo,Gasolina,2020,Toyota,Camry,399000,71896
Sedán,Blanco,Gasolina,2016,Nissan,Versa Advance,174900,70000
Sedán,Negro,Gasolina,2021,Kia,Forte,320000,58396
Camioneta SUV,Negro,Gasolina,2018,Audi,Q5,389000,94400
Hatchback (3 Puertas),Negro,Eléctrico,2022,Mini,Cooper Classic,499900,12000
Camioneta SUV,Gris,Gasolina,2016,Ford,Explorer,329000,98174
Mini van (MPV),Blanco,Híbrido,2021,Toyota,Sienna,824000,36000
Sedán,Blanco,Gasolina,2015,Toyota,Yaris,177000,58000
Camioneta SUV,Azul,Gasolina,2019,Audi,Q5,469000,63011
Camioneta SUV,Plata,Gasolina,2021,Suzuki,Ertiga,275000,82949
Sedán,Azul,Gasolina,2022,MG,Otro Modelo,220000,45001
Sedán,Blanco,Gasolina,2021,Kia,Rio,245000,79000
Camioneta SUV,Plata,Gasolina,2019,BMW,X1,399000,70008
Camioneta SUV,Gris,Gasolina,2017,Chrysler,Pacifica,324900,72000
Camioneta SUV,Gris,Gasolina,2017,Chrysler,Pacifica,365000,61000
Camioneta SUV,Blanco,Gasolina,2016,Jeep,Compass,288000,63000
Todoterreno Ligero,Blanco,Gasolina,2021,Mercedes Benz,GLB 250,728000,68000
Hatchback (5 Puertas),Blanco,Gasolina,2019,Chevrolet,Beat,172000,77000
Pickup,Blanco,Gasolina,2016,Nissan,NP 300,279000,109325
Camioneta SUV,Plata,Gasolina,2023,Nissan,Kicks,438600,28360
Pickup,Blanco,Gasolina,2020,Nissan,NP300,335000,84000
Camioneta SUV,Verde,Gasolina,2017,Jeep,Patriot,260000,79000
Camioneta SUV,Plata,Gasolina,2023,Chevrolet,Tracker,315000,84600
Mini van (MPV),Blanco,Gasolina,2016,Honda,Pilot,389850,50000
Sedán,Blanco,Gasolina,2017,Infiniti,Q50,279000,69000
Pickup,Gris,Gasolina,2023,Nissan,Frontier,638000,24671
Sedán,Naranja,Gasolina,2020,Nissan,Versa,254900,60000
Pickup,Rojo,Gasolina,2023,Nissan,NP 300,420000,31068
Camioneta SUV,Blanco,Gasolina,2022,Mitsubishi,Outlander,540000,46239
Sedán,Blanco,Gasolina,2020,Kia,Forte,272000,55000
Pickup,Blanco,Gasolina,2020,Ford,F-150,528000,45000
Sedán,Blanco,Gasolina,2016,Infiniti,Q50,289000,132872
Sedán,Plata,Gasolina,2020,Toyota,Camry,380000,75156
Camioneta SUV,Rojo,Gasolina,2018,Honda,HR-V,358500,65000
Coupé,Blanco,Gasolina,2021,Mercedes Benz,Clase GLE,1558000,77000
Hatchback (5 Puertas),Rojo,Gasolina,2020,Kia,Rio,225000,50050
Sedán,Plata,Gasolina,2024,Volkswagen,Jetta,432900,13674
Camioneta SUV,Azul,Gasolina,2023,Cupra,Fomentor,709994,25190
Van,Negro,Gasolina,2020,Nissan,Urvan,575000,34918
Sedán,Gris,Gasolina,2023,Chevrolet,Cavalier,259000,39000
Camioneta SUV,Plata,Gasolina,2021,Seat,Arona,318000,40019
Sedán,Rojo,Gasolina,2019,Volkswagen,Vento Startline,195000,92000
Hatchback (3 Puertas),Blanco,Gasolina,2013,Nissan,March,139000,83000
Sedán,Negro,Gasolina,2019,Honda,CR-V,429000,76150
Sedán,Blanco,Gasolina,2022,Dodge,Journey,405000,78800
Camioneta SUV,Negro,Gasolina,2021,Audi,Q3,560000,54619
Hatchback (3 Puertas),Blanco,Gasolina,2019,Volkswagen,Polo,207500,72000
Camioneta SUV,Gris,Gasolina,2017,BMW,X3,369900,77448
Camioneta SUV,Negro,Gasolina,2019,Volkswagen,Tiguan,399000,70653
Sedán,Plata,Gasolina,2024,Kia,K3,370000,13705
Camioneta SUV,Blanco,Gasolina,2019,Nissan,X-Trail Exclusive,398000,32000
Camioneta SUV,Blanco,Gasolina,2019,Kia,Sorento,399900,113042
Camioneta SUV,Naranja,Gasolina,2024,Chevrolet,Trax,419900,6042
Camioneta SUV,Blanco,Gasolina,2019,Porsche,Macan,949500,51508
Pickup,Gris,Gasolina,2023,Nissan,Frontier,628000,42320
Sedán,Blanco,Gasolina,2020,Dodge,Attitude,189000,52000
Camioneta SUV,Blanco,Gasolina,2021,Lincoln,Aviator,960000,38812
Camioneta SUV,Plata,Gasolina,2024,Seat,Arona,369900,12000
Coupé,Negro,Gasolina,2021,Mazda,Mazda 3,358000,52000
Crossover,Gris,Gasolina,2020,Cadillac,XT5,567500,59701
Camioneta SUV,Blanco,Gasolina,2023,Audi,Q2,547999,40000
Camioneta SUV,Naranja,Gasolina,2014,BMW,X1 sDRIVE,297800,82000
Camioneta SUV,Blanco,Gasolina,2023,Hyundai,Creta,368000,56236
Camioneta SUV,Azul,Gasolina,2020,Audi,Q2,379000,82017
Camioneta SUV,Gris,Gasolina,2023,Mazda,CX-5,515000,54102
Camioneta SUV,Plata,Gasolina,2022,Suzuki,Vitara,269000,55000
Todoterreno Ligero,Verde,Gasolina,2021,Suzuki,Jimny,438000,22597
Camioneta SUV,Blanco,Gasolina,2017,Chevrolet,Suburban,714900,105396
Sedán,Negro,Gasolina,2022,Kia,Forte,375000,33327
Sedán,Blanco,Gasolina,2024,Nissan,Versa,349000,600
Camioneta SUV,Blanco,Gasolina,2018,Nissan,X-Trail,269500,87000
Camioneta SUV,Blanco,Gasolina,2024,Geely,Starray,554888,2200
Hatchback (3 Puertas),Negro,Gasolina,2016,Volkswagen,Beetle Sport,259800,82000
Camioneta SUV,Azul,Gasolina,2021,BMW,X3,785000,36735
Pickup,Blanco,Gasolina,2020,Toyota,Hilux,389900,74000
Sedán,Azul,Gasolina,2023,Nissan,Sentra,329000,59000
Camioneta SUV,Plata,Gasolina,2019,Volvo,XC90,499900,80430
Camioneta SUV,Ocre,Gasolina,2017,Chevrolet,Traverse,299900,81956
Sedán,Negro,Gasolina,2020,Honda,Civic,359000,21596
Camioneta SUV,Rojo,Gasolina,2019,Nissan,X-Trail,355000,87784
Sedán,Plata,Gasolina,2019,Kia,Forte,229000,89000
Sedán,Negro,Gasolina,2017,Chevrolet,Sonic,170000,73404
Camioneta SUV,Rojo,Gasolina,2024,Hyundai,Creta,435000,17989
Camioneta SUV,Blanco,Híbrido,2021,Jeep,Wrangler,819000,23000
Pickup,Blanco,Gasolina,2022,Volkswagen,Saveiro,254000,127530
Hatchback (5 Puertas),Gris,Gasolina,2024,Volkswagen,Golf,719000,37755
Camioneta SUV,Gris,Gasolina,2019,Ford,Explorer,547800,44200
Hatchback (5 Puertas),Negro,Gasolina,2020,Chevrolet,Spark,225000,61117
Camioneta SUV,Plata,Gasolina,2014,Honda,CR-V,268500,76000
Camioneta SUV,Gris,Gasolina,2023,Tesla,Model Y,790000,8000
Sedán,Plata,Gasolina,2021,Volkswagen,Vento,259000,12000
Camioneta SUV,Plata,Gasolina,2021,Honda,CR-V,442000,62000
Pickup,Gris,Gasolina,2023,Nissan,Frontier,627000,36000
Sedán,Blanco,Gasolina,2018,Hyundai,Elantra,223800,70700
Camioneta SUV,Blanco,Híbrido,2022,Lexus,NX,839999,49000
Camioneta SUV,Blanco,Gasolina,2022,Honda,HRV,387000,42920
Camioneta SUV,Negro,Gasolina,2018,Kia,Sportage,299000,107800
Camioneta SUV,Plata,Gasolina,2019,Toyota,RAV4,394000,50447
Sedán,Blanco,Gasolina,2024,Audi,A1,620000,9882
Camioneta SUV,Blanco,Gasolina,2019,Ford,Edge,390000,97882
Sedán,Blanco,Gasolina,2021,Nissan,Versa Advance,250000,66000
Sedán,Plata,Gasolina,2024,Kia,K3,395000,38
Sedán,Gris,Gasolina,2021,BMW,Serie 3,559900,19800
Sedán,Azul,Gasolina,2024,Kia,K3,395000,24925
Sedán,Azul,Gasolina,2018,Volkswagen,Vento,183000,91000
Camioneta SUV,Blanco,Gasolina,2020,Ford,Expedition,665000,79150
Sedán,Negro,Gasolina,2016,Volkswagen,Jetta,235000,93194
Sedán,Cobrizo,Gasolina,2020,Nissan,Sentra,349000,51500
Camioneta SUV,Negro,Gasolina,2022,BMW,X3,799000,48054
Camioneta SUV,Negro,Gasolina,2023,Volkswagen,Tiguan,549000,49173
Camioneta SUV,Blanco,Gasolina,2021,BMW,X4,809900,40000
Pickup,Blanco,Diesel,2020,Toyota,Hilux,399900,69000
Sedán,Blanco,Gasolina,2023,Volkswagen,Virtus,310000,385
Camioneta SUV,Rojo,Gasolina,2021,GMC,Yukon Denali,1319000,10000
Camioneta SUV,Rojo,Diesel,2019,Peugeot,3008,349000,68000
Camioneta SUV,Azul,Eléctrico,2024,BMW,X3,999000,20545
Sedán,Blanco,Gasolina,2020,Volkswagen,Vento,239000,23000
Hatchback (5 Puertas),Rojo,Gasolina,2018,Audi,A1,289800,65000
Camioneta SUV,Plata,Gasolina,2020,Seat,Tarraco,449000,92930
Camioneta SUV,Blanco,Gasolina,2023,Volkswagen,T-CROSS Trendline,362900,16463
Camioneta SUV,Negro,Gasolina,2024,MG,RX5,445000,33000
Pickup,Negro,Gasolina,2018,Ford,Lobo,634000,91000
Mini van (MPV),Gris,Gasolina,2022,Honda,Odyssey,759900,39410
Camioneta SUV,Gris,Gasolina,2020,Suzuki,Vitara,340000,94309
Camioneta SUV,Negro,Gasolina,2023,Chirey,Tiggo 4 Pro,305990,4443
Camioneta SUV,Blanco,Gasolina,2019,Kia,Sorento,339000,89000
Camioneta SUV,Gris,Gasolina,2021,Jeep,Sahara,814900,38300
Sedán,Plata,Gasolina,2021,Mazda,Mazda 3,410000,49939
Camioneta SUV,Gris,Gasolina,2018,Chevrolet,Trax,289000,70000
Camioneta SUV,Blanco,Gasolina,2019,Honda,BR-V,279750,72000
Camioneta SUV,Gris,Gasolina,2021,Kia,Sorento,495000,68755
Pickup,Blanco,Diesel,2018,Toyota,Hilux,368000,114059
Sedán,Blanco,Gasolina,2023,Seat,Leon FR,460000,53405
Pickup,Gris,Gasolina,2019,Nissan,Frontier,397000,70170
Sedán,Azul,Gasolina,2018,Mazda,3,219000,107760
Camioneta SUV,Rojo,Gasolina,2021,Chevrolet,Tracker,269000,83700
Camioneta SUV,Negro,Gasolina,2019,BMW,X3,580000,86425
Sedán,Blanco,Gasolina,2020,Mercedes Benz,Clase C,799900,5000
Camioneta SUV,Gris,Gasolina,2023,Volkswagen,Taos,459900,42000
Camioneta SUV,Negro,Gasolina,2016,Honda,CR-V,324800,57300
Sedán,Blanco,Gasolina,2021,Toyota,Corolla,334000,72001
Hatchback (5 Puertas),Blanco,Gasolina,2017,Mercedes Benz,Clase A,309700,73876
Camioneta SUV,Beige,Eléctrico,2024,Nissan,X-Trail,839000,5368
Camioneta SUV,Blanco,Gasolina,2024,Seat,Ateca,409000,25808
Hatchback (5 Puertas),Rojo,Gasolina,2024,Fiat,Mobi,238000,16257
Pickup,Blanco,Gasolina,2021,Nissan,Frontier,539999,65260
Coupé,Blanco,Gasolina,2018,Chevrolet,Cavalier,207500,65000
Sedán,Negro,Eléctrico,2023,Tesla,Model 3,769000,16000
Coupé,Arena,Gasolina,2020,Mercedes Benz,Clase GLC,769900,33000
Sedán,Blanco,Eléctrico,2022,BMW,Serie 3,700000,59793
Camioneta SUV,Plata,Gasolina,2021,Honda,HRV,320990,42179
Camioneta SUV,Blanco,Gasolina,2020,Hyundai,Santa Fe,460000,70000
Camioneta SUV,Blanco,Gasolina,2020,Renault,Koleos,405000,137250
Hatchback (5 Puertas),Azul,Eléctrico,2017,Toyota,Prius,272100,106227
Camioneta SUV,Negro,Gasolina,2020,BMW,X3,687500,30000
Sedán,Naranja,Gasolina,2020,Nissan,Versa,255800,56082
Hatchback (5 Puertas),Blanco,Gasolina,2021,BMW,118i,469900,62000
Camioneta SUV,Negro,Gasolina,2021,Volvo,XC60,620000,80000
Pickup,Blanco,Gasolina,2024,Volkswagen,Saveiro,309999,4691
Camioneta SUV,Gris,Gasolina,2019,Toyota,Highlander,510000,76474
Camioneta SUV,Gris,Gasolina,2019,GMC,Terrain,389800,101895
Camioneta SUV,Blanco,Gasolina,2023,Seat,Ibiza,325000,28000
Sedán,Negro,Gasolina,2023,Mazda,Mazda 3,372000,36349
Camioneta SUV,Blanco,Gasolina,2023,Ford,Bronco,645000,10000
Camioneta SUV,Negro,Gasolina,2019,Kia,Soul,239000,67255
Sedán,Negro,Híbrido,2016,Toyota,Prius,248000,149000
Sedán,Negro,Gasolina,2018,Kia,Forte,210000,93320
Camioneta SUV,Blanco,Gasolina,2016,Honda,CR-V,274900,89201
Sedán,Gris,Gasolina,2019,Nissan,Sentra,227000,92185
Hatchback (5 Puertas),Azul,Gasolina,2017,Volkswagen,Golf,298000,111183
Camioneta SUV,Gris,Gasolina,2022,Mazda,CX-30,420000,66250
Camioneta SUV,Plata,Gasolina,2021,Volkswagen,T-CROSS Comfortline,329900,14272
Camioneta SUV,Rojo,Gasolina,2019,Honda,HRV,319000,90000
Sedán,Plata,Gasolina,2018,Volkswagen,Gol,178000,58800
Camioneta SUV,Negro,Gasolina,2021,Audi,Q3,572500,36461
Camioneta SUV,Blanco,Gasolina,2019,Chevrolet,Trax,265000,114665
Hatchback (5 Puertas),Rojo,Gasolina,2022,Mini,Cooper Classic,489000,21406
Camioneta SUV,Blanco,Gasolina,2021,Volkswagen,T-CROSS Comfortline,358000,56058
Hatchback (5 Puertas),Amarillo,Gasolina,2024,Chevrolet,Aveo,294000,9741
Hatchback (5 Puertas),Plata,Gasolina,2018,Chevrolet,Beat,110000,85852
Camioneta SUV,Rojo,Gasolina,2018,Suzuki,Vitara,289000,61000
Camioneta SUV,Plata,Gasolina,2017,Audi,Q3,329000,81652
Mini van (MPV),Gris,Gasolina,2016,Toyota,Sienna,384800,64300
Camioneta SUV,Blanco,Gasolina,2019,Hyundai,Creta,289000,46000
Camioneta SUV,Plata,Gasolina,2019,BMW,X3,462000,65073
Sedán,Blanco,Gasolina,2018,Dodge,Attitude,138000,104000
Sedán,Gris,Gasolina,2022,Kia,Forte,380000,23200
Camioneta SUV,Negro,Gasolina,2023,Kia,Seltos,427350,48777
Camioneta SUV,Rojo,Gasolina,2019,Honda,HRV,319000,90000
Camioneta SUV,Blanco,Gasolina,2019,Honda,HRV,319000,81685
Pickup,Blanco,Gasolina,2020,Chevrolet,Silverado 1500,485000,28312
Coupé,Rojo,Gasolina,2024,Mini,Cooper S,560000,16593
Camioneta SUV,Gris,Gasolina,2023,BMW,X4,1298000,42133
Camioneta SUV,Plata,Gasolina,2013,Chevrolet,Suburban,319900,86000
Hatchback (5 Puertas),Blanco,Gasolina,2018,Seat,Ibiza Xcellence,227000,100000
Sedán,Plata,Gasolina,2020,Hyundai,Accent,218000,89000
Camioneta SUV,Negro,Gasolina,2019,BMW,X1 sDRIVE,320000,92000
Hatchback (5 Puertas),Blanco,Gasolina,2018,Suzuki,Swift,235000,109213
Camioneta SUV,Gris,Gasolina,2019,Kia,Soul,279000,90263
Camioneta SUV,Gris,Gasolina,2021,Jeep,Grand Cherokee Limited,699000,58931
Sedán,Rojo,Gasolina,2014,Nissan,Sentra,165000,50000
Camioneta SUV,Blanco,Gasolina,2020,Nissan,X-Trail,339000,89000
Camioneta SUV,Negro,Gasolina,2021,Volvo,XC60,569200,69030
Camioneta SUV,Blanco,Gasolina,2024,Volkswagen,T-CROSS Trendline,350000,18225
Pickup,Blanco,Diesel,2024,Nissan,Frontier PRO 4X,674900,10200
Pickup,Gris,Gasolina,2018,Mitsubishi,L200,319800,92000
Camioneta SUV,Gris,Gasolina,2021,Jeep,Grand Cherokee,725900,67000
Hatchback (5 Puertas),Blanco,Gasolina,2024,Chevrolet,Tornado,282000,18800
Mini van (MPV),Azul,Gasolina,2019,Toyota,Sienna,457000,69106
Sedán,Blanco,Gasolina,2024,Volkswagen,Jetta,415900,22610
Hatchback (5 Puertas),Plata,Gasolina,2020,Chevrolet,Beat,225000,58810
Camioneta SUV,Blanco,Gasolina,2019,Hyundai,Tucson,374900,74000
Camioneta SUV,Gris,Gasolina,2015,Nissan,X-Trail,199000,147300
Pickup,Plata,Gasolina,2023,Volkswagen,Saveiro,275000,32103
Camioneta SUV,Rojo,Gasolina,2021,Volkswagen,TERAMONT,675000,63523
Camioneta SUV,Gris,Gasolina,2018,Hyundai,Tucson,265000,115000
Sedán,Blanco,Gasolina,2017,Chevrolet,Cruze,190000,59000
Camioneta SUV,Blanco,Gasolina,2015,Hyundai,ix35,239900,100000
Camioneta SUV,Plata,Gasolina,2020,Toyota,Highlander,599000,71469
Mini van (MPV),Blanco,Gasolina,2023,Volvo,XC 60,969900,17700
Camioneta SUV,Rojo,Gasolina,2022,Mazda,CX-30,399000,45000
Camioneta SUV,Blanco,Gasolina,2015,Hyundai,ix35,249750,75000
Camioneta SUV,Gris,Gasolina,2018,Nissan,X-Trail,268000,104000
Camioneta SUV,Gris,Gasolina,2017,Chevrolet,Traverse,329000,58000
Sedán,Blanco,Gasolina,2020,Volkswagen,Vento,229900,86893
Camioneta SUV,Blanco,Gasolina,2019,Nissan,Murano,355000,62000
Sedán,Gris,Gasolina,2018,Volvo,S60,289900,40000
Pickup,Gris,Gasolina,2018,Nissan,Frontier,329000,95000
Camioneta SUV,Plata,Gasolina,2023,Buick,Enclave,795000,19691
Camioneta SUV,Negro,Gasolina,2018,Hyundai,Creta,255000,88423
Van,Blanco,Gasolina,2021,Nissan,Urvan,539900,82000
Camioneta SUV,Blanco,Gasolina,2017,Ford,Edge,389750,60000
Camioneta SUV,Rojo,Gasolina,2021,Nissan,X-Trail,359000,65485
Camioneta SUV,Gris,Gasolina,2020,Jeep,Wrangler,798000,95000
Camioneta SUV,Blanco,Gasolina,2020,Renault,Kwid,129000,55122
Coupé,Rojo,Gasolina,2019,Honda,Civic,389500,65000
Camioneta SUV,Rojo,Gasolina,2023,Chevrolet,Tracker,348000,26818
Camioneta SUV,Gris,Gasolina,2018,Jeep,Compass,299000,74344
Sedán,Gris,Gasolina,2016,Toyota,Yaris,229900,68000
Sedán,Blanco,Gasolina,2013,Volkswagen,Jetta,189900,80000
Hatchback (5 Puertas),Blanco,Gasolina,2021,Suzuki,Swift,248900,48000
Camioneta SUV,Blanco,Gasolina,2024,Seat,Ateca,430000,21000
Hatchback (5 Puertas),Azul,Gasolina,2019,Suzuki,Swift,229800,78215
Camioneta SUV,Blanco,Gasolina,2017,Ford,Edge,370000,86634
Sedán,Gris,Gasolina,2019,Suzuki,Swift,249900,47976
Camioneta SUV,Plata,Gasolina,2024,Volkswagen,Taos,484900,8137
Sedán,Blanco,Gasolina,2020,Mazda,3,329000,85873
Sedán,Negro,Gasolina,2018,Kia,Rio,205000,108000
Camioneta SUV,Plata,Eléctrico,2021,Jeep,Wrangler,779000,67000
Pickup,Blanco,Gasolina,2023,Ford,Lobo Limited HEV,1299000,28000
Pickup,Blanco,Gasolina,2023,Ford,Lobo,1299900,21872
Pickup,Blanco,Gasolina,2019,Volkswagen,Saveiro,170000,192000
Camioneta SUV,Gris,Gasolina,2022,Jeep,Wrangler,944900,28000
Pickup,Blanco,Gasolina,2020,Chevrolet,Silverado,495000,86544
Camioneta SUV,Grafito,Gasolina,2017,Toyota,Sienna,455000,50000
Hatchback (5 Puertas),Negro,Gasolina,2015,Mazda,3,210000,114000
Camioneta SUV,Blanco,Gasolina,2024,Renault,Kwid,224000,33801
Camioneta SUV,Plata,Gasolina,2023,Volkswagen,TERAMONT,897900,16405
Camioneta SUV,Negro,Gasolina,2024,Hyundai,Creta,479000,7824
Camioneta SUV,Blanco,Gasolina,2019,Audi,Q8 Elite,870000,34000
Camioneta SUV,Blanco,Gasolina,2022,Volkswagen,TIGUAN R-LINE,548000,53000
Camioneta SUV,Rojo,Gasolina,2022,Chevrolet,Tracker,275000,55000
Camioneta SUV,Blanco,Gasolina,2022,Renault,Duster,229000,91833
Sedán,Blanco,Gasolina,2022,JAC,J7,291000,92000
Camioneta SUV,Blanco,Gasolina,2016,Honda,CR-V,274000,89000
Camioneta SUV,Rojo,Gasolina,2021,Seat,Ateca,429800,18000
Hatchback (3 Puertas),Blanco,Gasolina,2016,Volkswagen,Beetle Sport,279500,59000
Hatchback (5 Puertas),Gris,Gasolina,2019,Volkswagen,Polo,199900,64000
Camioneta SUV,Blanco,Gasolina,2017,Ford,Explorer,449500,63265
Sedán,Blanco,Gasolina,2024,Toyota,Corolla,364000,14000
Camioneta SUV,Azul,Gasolina,2018,Audi,Q5,583406,66357
Sedán,Rojo,Gasolina,2022,Honda,Civic,468000,45265
Sedán,Gris,Gasolina,2023,Mazda,3,379000,36500
Mini van (MPV),Gris,Híbrido,2021,Toyota,Sienna,789000,57137
Mini van (MPV),Blanco,Híbrido,2021,Toyota,Sienna,789000,86000
Camioneta SUV,Blanco,Gasolina,2019,BMW,X3,669000,60420
Camioneta SUV,Rojo,Gasolina,2018,Ford,Escape,268000,56424
Camioneta SUV,Gris,Gasolina,2016,Honda,CR-V,289000,80913
Hatchback (5 Puertas),Blanco,Gasolina,2019,BMW,118 Sportline,395000,63000
Van,Blanco,Gasolina,2020,Kia,Sedona,297500,132000
Hatchback (5 Puertas),Blanco,Eléctrico,2018,Toyota,Prius,339000,86503
Camioneta SUV,Blanco,Gasolina,2014,Jeep,Grand Cherokee,278000,88997
Camioneta SUV,Plata,Gasolina,2023,Ford,Bronco,619000,11191
Hatchback (3 Puertas),Blanco,Gasolina,2016,Nissan,March,169500,64000
Camioneta SUV,Blanco,Gasolina,2022,Mazda,CX-5,480000,35504
Camioneta SUV,Plata,Gasolina,2016,BMW,X3,330000,95000
Crossover,Negro,Gasolina,2020,Infiniti,QX50,598000,5044
Camioneta SUV,Gris,Gasolina,2022,JAC,Frison,319000,92000
Hatchback (3 Puertas),Blanco,Gasolina,2016,Volkswagen,Beetle,239000,77000
Sedán,Blanco,Gasolina,2018,Volkswagen,Vento,220000,54000
Coupé,Blanco,Gasolina,2016,Volkswagen,Golf,249000,76100
Utilitario,Blanco,Diesel,2020,Ford,Transit,595000,52000
Sedán,Blanco,Gasolina,2018,Kia,OPTIMA,275000,75927
Camioneta Chasis,Plata,Gasolina,2018,Kia,Sorento,400000,128309
Pickup,Blanco,Gasolina,2022,Dodge,Ram 1500,745900,7000
Sedán,Plata,Gasolina,2019,Volkswagen,Vento Comfortline,234900,37000
Sedán,Blanco,Gasolina,2018,Chevrolet,Cavalier,239900,55000
Camioneta SUV,Arena,Gasolina,2013,BMW,X3 iA,279000,142000
Pickup,Rojo,Gasolina,2018,Toyota,Hilux,368000,148500
Camioneta SUV,Blanco,Gasolina,2021,Hyundai,Tucson,335000,98200
Convertible,Blanco,Gasolina,2020,Mazda,MX-5,399850,33000
Camioneta SUV,Plata,Gasolina,2013,Chevrolet,Silverado,245500,72000
Camioneta SUV,Blanco,Gasolina,2021,BMW,X6,1164500,56039
Sedán,Beige,Gasolina,2018,Mini,Cooper,319900,79937
Camioneta SUV,Rojo,Gasolina,2019,Mercedes Benz,GLC 43 AMG,785000,54000
Mini van (MPV),Blanco,Gasolina,2013,Honda,Odyssey,249900,105122
Sedán,Rojo,Gasolina,2024,Kia,K3,350000,29108
Camioneta SUV,Negro,Gasolina,2022,Buick,Encore,355000,55780
Camioneta SUV,Gris,Gasolina,2019,BMW,X1,399000,70007
Sedán,Gris,Gasolina,2021,Volkswagen,Tiguan,460000,96828
Camioneta SUV,Plata,Gasolina,2023,Chevrolet,Groove,335000,20000
Camioneta SUV,Rojo,Gasolina,2022,Hyundai,Tucson,499900,51773
Camioneta SUV,Naranja,Gasolina,2024,Chevrolet,Trax,440000,702
Pickup,Gris,Gasolina,2020,Toyota,Hilux,398000,60000
Camioneta SUV,Gris,Gasolina,2016,Land Rover,Evoque,429500,41000
Camioneta SUV,Azul,Gasolina,2021,Lincoln,Corsair,699000,12545
Pickup,Blanco,Gasolina,2023,RAM,1500,889000,10638
Sedán,Blanco,Gasolina,2013,Volkswagen,Jetta,179900,114000
Coupé,Negro,Gasolina,2017,BMW,Serie 2,389900,59000
